date,product,price,prev_price,price_change,moving_avg,alert,trend,avg_trend,forecast_3days,forecast_alert
2024-01-22,potato,10.84,11.38,-0.047451669595782155,11.281428571428572,✅ Stable,-0.5400000000000009,-0.05599999999999987,10.672,✅ مستقر
2024-01-23,potato,11.18,10.84,0.031365313653136516,11.349999999999998,✅ Stable,0.33999999999999986,-0.019999999999999928,11.12,✅ مستقر
2024-01-24,potato,10.89,11.18,-0.025939177101967723,11.317142857142857,✅ Stable,-0.28999999999999915,-0.16999999999999993,10.38,✅ مستقر
2024-01-25,potato,10.89,10.89,0.0,11.26142857142857,✅ Stable,0.0,-0.2039999999999999,10.278,✅ مستقر
2024-01-26,potato,10.31,10.89,-0.05325987144168963,11.057142857142859,✅ Stable,-0.5800000000000001,-0.21400000000000005,9.668000000000001,✅ مستقر
2024-01-27,potato,10.35,10.31,0.0038797284190105865,10.834285714285715,✅ Stable,0.03999999999999915,-0.09800000000000005,10.056,✅ مستقر
2024-01-28,potato,9.77,10.35,-0.05603864734299518,10.604285714285714,✅ Stable,-0.5800000000000001,-0.28200000000000003,8.924,✅ مستقر
2024-01-29,potato,11.14,9.77,0.14022517911975446,10.647142857142857,🚨 Strong Increase,1.370000000000001,0.05,11.290000000000001,✅ مستقر
2024-01-30,potato,11.75,11.14,0.05475763016157984,10.728571428571428,⚠️ Increase,0.6099999999999994,0.17199999999999988,12.266,✅ مستقر
2024-01-31,potato,12.12,11.75,0.03148936170212759,10.904285714285715,📈 Uptrend,0.3699999999999992,0.36199999999999977,13.206,⚠️ المتوقع ارتفاع
2024-02-01,potato,12.43,12.12,0.02557755775577562,11.124285714285715,📈 Uptrend,0.3100000000000005,0.41600000000000004,13.678,⚠️ المتوقع ارتفاع
2024-02-02,potato,13.12,12.43,0.055510860820595295,11.525714285714285,⚠️ Increase,0.6899999999999995,0.6699999999999999,15.129999999999999,🚨 High Risk Increase
2024-02-03,potato,13.2,13.12,0.0060975609756097615,11.932857142857143,📈 Uptrend,0.08000000000000007,0.41199999999999976,14.435999999999998,⚠️ المتوقع ارتفاع
2024-02-04,potato,12.66,13.2,-0.040909090909090846,12.345714285714285,📈 Uptrend,-0.5399999999999991,0.18200000000000002,13.206,✅ مستقر
2024-02-05,potato,12.86,12.66,0.015797788309636594,12.59142857142857,📈 Uptrend,0.1999999999999993,0.14800000000000005,13.304,✅ مستقر
2024-02-06,potato,12.56,12.86,-0.023328149300155438,12.707142857142857,✅ Stable,-0.29999999999999893,0.026000000000000155,12.638000000000002,✅ مستقر
2024-02-07,potato,13.31,12.56,0.059713375796178345,12.877142857142857,⚠️ Increase,0.75,0.038000000000000256,13.424000000000001,✅ مستقر
2024-02-08,potato,13.33,13.31,0.0015026296018031235,13.005714285714287,📈 Uptrend,0.019999999999999574,0.026000000000000155,13.408000000000001,✅ مستقر
2024-02-09,potato,14.07,13.33,0.05551387846961742,13.141428571428573,⚠️ Increase,0.7400000000000002,0.28200000000000003,14.916,✅ مستقر
2024-02-10,potato,14.47,14.07,0.028429282160625468,13.322857142857144,📈 Uptrend,0.40000000000000036,0.32200000000000023,15.436000000000002,✅ مستقر
2024-02-11,potato,14.82,14.47,0.02418797512093985,13.631428571428572,📈 Uptrend,0.34999999999999964,0.45199999999999996,16.176000000000002,⚠️ المتوقع ارتفاع
2024-02-12,potato,14.73,14.82,-0.006072874493927116,13.89857142857143,📈 Uptrend,-0.08999999999999986,0.284,15.582,✅ مستقر
2024-02-13,potato,14.34,14.73,-0.026476578411405334,14.152857142857144,📈 Uptrend,-0.39000000000000057,0.20199999999999996,14.946,✅ مستقر
2024-02-14,potato,13.95,14.34,-0.02719665271966531,14.244285714285713,✅ Stable,-0.39000000000000057,-0.024000000000000198,13.877999999999998,✅ مستقر
2024-02-15,potato,14.38,13.95,0.03082437275985674,14.394285714285715,✅ Stable,0.4300000000000015,-0.01799999999999997,14.326,✅ مستقر
2024-02-16,potato,14.99,14.38,0.04242002781641164,14.525714285714285,📈 Uptrend,0.6099999999999994,0.03399999999999999,15.092,✅ مستقر
2024-02-17,potato,14.51,14.99,-0.03202134756504339,14.531428571428572,✅ Stable,-0.4800000000000004,-0.04400000000000013,14.378,✅ مستقر
2024-02-18,potato,12.17,14.51,-0.1612680909717436,14.152857142857144,✅ Stable,-2.34,-0.434,10.868,📉 المتوقع انخفاض
2024-02-19,potato,12.31,12.17,0.011503697617091255,13.807142857142859,✅ Stable,0.14000000000000057,-0.32799999999999974,11.326,✅ مستقر
2024-02-20,potato,13.92,12.31,0.13078797725426478,13.747142857142856,🚨 Strong Increase,1.6099999999999994,-0.09200000000000016,13.644,✅ مستقر
2024-02-21,potato,13.58,13.92,-0.02442528735632183,13.694285714285716,✅ Stable,-0.33999999999999986,-0.28200000000000003,12.734,✅ مستقر
2024-02-22,potato,13.81,13.58,0.016936671575846864,13.612857142857141,📈 Uptrend,0.23000000000000043,-0.13999999999999985,13.39,✅ مستقر
2024-02-23,potato,16.08,13.81,0.1643736422881968,13.768571428571429,🚨 Strong Increase,2.269999999999998,0.7819999999999997,18.426,⚠️ المتوقع ارتفاع
2024-02-24,potato,16.74,16.08,0.041044776119403,14.087142857142856,📈 Uptrend,0.6600000000000001,0.8859999999999996,19.397999999999996,🚨 High Risk Increase
2024-02-25,potato,16.19,16.74,-0.03285543608124237,14.661428571428571,📈 Uptrend,-0.5499999999999972,0.4540000000000003,17.552000000000003,⚠️ المتوقع ارتفاع
2024-02-26,potato,16.92,16.19,0.045089561457689956,15.319999999999999,📈 Uptrend,0.7300000000000004,0.6680000000000004,18.924000000000003,⚠️ المتوقع ارتفاع
2024-02-27,potato,16.99,16.92,0.004137115839243305,15.758571428571429,📈 Uptrend,0.06999999999999673,0.6359999999999996,18.897999999999996,⚠️ المتوقع ارتفاع
2024-02-28,potato,17.73,16.99,0.04355503237198364,16.35142857142857,📈 Uptrend,0.740000000000002,0.3300000000000004,18.720000000000002,✅ مستقر
2024-02-29,potato,16.52,17.73,-0.06824591088550484,16.73857142857143,✅ Stable,-1.2100000000000009,-0.043999999999999775,16.388,✅ مستقر
2024-03-01,potato,15.85,16.52,-0.04055690072639225,16.705714285714286,✅ Stable,-0.6699999999999999,-0.06800000000000032,15.645999999999999,✅ مستقر
2024-03-02,potato,16.04,15.85,0.011987381703470001,16.605714285714285,✅ Stable,0.1899999999999995,-0.17600000000000052,15.511999999999997,✅ مستقر
2024-03-03,potato,16.3,16.04,0.01620947630922703,16.62142857142857,✅ Stable,0.26000000000000156,-0.13799999999999954,15.886000000000003,✅ مستقر
2024-03-04,potato,16.09,16.3,-0.012883435582822138,16.502857142857142,✅ Stable,-0.21000000000000085,-0.3280000000000001,15.106,✅ مستقر
2024-03-05,potato,16.33,16.09,0.014916096954630108,16.408571428571427,✅ Stable,0.23999999999999844,-0.038000000000000256,16.215999999999998,✅ مستقر
2024-03-06,potato,16.65,16.33,0.019595835884874485,16.254285714285714,📈 Uptrend,0.3200000000000003,0.15999999999999978,17.13,✅ مستقر
2024-03-07,potato,15.81,16.65,-0.05045045045045034,16.15285714285714,✅ Stable,-0.8399999999999981,-0.04599999999999973,15.672,✅ مستقر
2024-03-08,potato,16.06,15.81,0.01581277672359255,16.18285714285714,✅ Stable,0.24999999999999822,-0.048000000000000397,15.915999999999997,✅ مستقر
2024-03-09,potato,16.31,16.06,0.015566625155666253,16.22142857142857,📈 Uptrend,0.25,0.043999999999999775,16.441999999999997,✅ مستقر
2024-03-10,potato,16.72,16.31,0.0251379521765788,16.28142857142857,📈 Uptrend,0.41000000000000014,0.07800000000000011,16.954,✅ مستقر
2024-03-11,potato,16.32,16.72,-0.02392344497607647,16.314285714285713,📈 Uptrend,-0.3999999999999986,-0.06599999999999966,16.122,✅ مستقر
2024-03-12,potato,16.58,16.32,0.015931372549019485,16.349999999999998,📈 Uptrend,0.259999999999998,0.15399999999999955,17.041999999999998,✅ مستقر
2024-03-13,potato,16.24,16.58,-0.020506634499396856,16.291428571428572,✅ Stable,-0.33999999999999986,0.03599999999999994,16.348,✅ مستقر
2024-03-14,potato,13.63,16.24,-0.1607142857142856,15.98,✅ Stable,-2.6099999999999977,-0.5359999999999996,12.022000000000002,📉 المتوقع انخفاض
2024-03-15,potato,13.12,13.63,-0.03741746148202506,15.559999999999999,✅ Stable,-0.5100000000000016,-0.72,10.959999999999999,📉 المتوقع انخفاض
2024-03-16,potato,13.9,13.12,0.05945121951219521,15.215714285714284,⚠️ Increase,0.7800000000000011,-0.484,12.448,📉 المتوقع انخفاض
2024-03-17,potato,14.07,13.9,0.012230215827338124,14.837142857142856,✅ Stable,0.16999999999999993,-0.5019999999999996,12.564000000000002,📉 المتوقع انخفاض
2024-03-18,potato,13.85,14.07,-0.01563610518834404,14.484285714285715,✅ Stable,-0.22000000000000064,-0.47799999999999976,12.416,📉 المتوقع انخفاض
2024-03-19,potato,13.73,13.85,-0.008664259927797778,14.077142857142858,✅ Stable,-0.11999999999999922,0.019999999999999928,13.790000000000001,✅ مستقر
2024-03-20,potato,13.61,13.73,-0.008739985433357684,13.701428571428574,✅ Stable,-0.120000000000001,0.09800000000000005,13.904,✅ مستقر
2024-03-21,potato,13.38,13.61,-0.01689933872152819,13.665714285714285,✅ Stable,-0.22999999999999865,-0.10399999999999991,13.068000000000001,✅ مستقر
2024-03-22,potato,13.47,13.38,0.006726457399103128,13.715714285714284,✅ Stable,0.08999999999999986,-0.11999999999999993,13.110000000000001,✅ مستقر
2024-03-23,potato,13.38,13.47,-0.006681514476614688,13.641428571428573,✅ Stable,-0.08999999999999986,-0.09399999999999978,13.098,✅ مستقر
2024-03-24,potato,13.87,13.38,0.03662182361733919,13.612857142857141,📈 Uptrend,0.48999999999999844,0.027999999999999758,13.953999999999999,✅ مستقر
2024-03-25,potato,14.59,13.87,0.05191059841384287,13.718571428571428,⚠️ Increase,0.7200000000000006,0.1960000000000001,15.178,✅ مستقر
2024-03-26,potato,19.69,14.59,0.34955448937628525,14.569999999999999,🚨 Strong Increase,5.100000000000001,1.262,23.476000000000003,🚨 High Risk Increase
2024-03-27,potato,23.38,19.69,0.18740477399695263,15.965714285714284,🚨 Strong Increase,3.6899999999999977,1.9819999999999998,29.326,🚨 High Risk Increase
2024-03-28,potato,23.17,23.38,-0.008982035928143598,17.364285714285717,📈 Uptrend,-0.2099999999999973,1.9580000000000002,29.044000000000004,🚨 High Risk Increase
2024-03-29,potato,23.0,23.17,-0.007337073802330673,18.725714285714286,📈 Uptrend,-0.1700000000000017,1.826,28.478,🚨 High Risk Increase
2024-03-30,potato,23.99,23.0,0.043043478260869496,20.24142857142857,📈 Uptrend,0.9899999999999984,1.8799999999999997,29.629999999999995,🚨 High Risk Increase
2024-03-31,potato,23.8,23.99,-0.007919966652771894,21.66,📈 Uptrend,-0.18999999999999773,0.8219999999999998,26.266,⚠️ المتوقع ارتفاع
2024-04-01,potato,23.88,23.8,0.0033613445378150543,22.987142857142857,📈 Uptrend,0.0799999999999983,0.1,24.18,✅ مستقر
2024-04-02,potato,24.08,23.88,0.008375209380234476,23.614285714285717,📈 Uptrend,0.1999999999999993,0.18199999999999933,24.625999999999998,✅ مستقر
2024-04-03,potato,24.65,24.08,0.023671096345514963,23.795714285714286,📈 Uptrend,0.5700000000000003,0.32999999999999974,25.639999999999997,✅ مستقر
2024-04-04,potato,25.04,24.65,0.015821501014198807,24.062857142857144,📈 Uptrend,0.39000000000000057,0.21000000000000013,25.669999999999998,✅ مستقر
2024-04-05,potato,24.65,25.04,-0.015575079872204496,24.298571428571424,📈 Uptrend,-0.39000000000000057,0.16999999999999957,25.159999999999997,✅ مستقر
2024-04-06,potato,25.48,24.65,0.03367139959432056,24.511428571428574,📈 Uptrend,0.8300000000000018,0.3200000000000003,26.44,✅ مستقر
2024-04-07,potato,25.85,25.48,0.014521193092621704,24.804285714285715,📈 Uptrend,0.370000000000001,0.35400000000000065,26.912000000000003,✅ مستقر
2024-04-08,potato,25.8,25.85,-0.0019342359767891956,25.07857142857143,📈 Uptrend,-0.05000000000000071,0.23000000000000043,26.490000000000002,✅ مستقر
2024-04-09,potato,26.22,25.8,0.016279069767441787,25.384285714285713,📈 Uptrend,0.41999999999999815,0.23599999999999993,26.927999999999997,✅ مستقر
2024-04-10,potato,27.37,26.22,0.0438596491228071,25.772857142857145,📈 Uptrend,1.1500000000000021,0.5440000000000005,29.002000000000002,✅ مستقر
2024-04-11,potato,27.81,27.37,0.016075995615637474,26.168571428571425,📈 Uptrend,0.4399999999999977,0.46599999999999964,29.208,✅ مستقر
2024-04-12,potato,27.38,27.81,-0.015462064005753317,26.558571428571433,📈 Uptrend,-0.4299999999999997,0.3059999999999995,28.298,✅ مستقر
2024-04-13,potato,27.16,27.38,-0.008035062089116102,26.798571428571428,📈 Uptrend,-0.21999999999999886,0.2719999999999999,27.976,✅ مستقر
2024-04-14,potato,27.14,27.16,-0.0007363770250368031,26.982857142857142,📈 Uptrend,-0.019999999999999574,0.18400000000000033,27.692,✅ مستقر
2024-04-15,potato,23.95,27.14,-0.1175386882829772,26.718571428571426,✅ Stable,-3.1900000000000013,-0.6840000000000004,21.897999999999996,✅ مستقر
2024-04-16,potato,24.11,23.95,0.006680584551148232,26.417142857142856,✅ Stable,0.16000000000000014,-0.7399999999999999,21.89,✅ مستقر
2024-04-17,potato,23.72,24.11,-0.016175860638739135,25.895714285714288,✅ Stable,-0.39000000000000057,-0.732,21.524,✅ مستقر
2024-04-18,potato,23.43,23.72,-0.01222596964586843,25.270000000000003,✅ Stable,-0.28999999999999915,-0.7460000000000001,21.192,✅ مستقر
2024-04-19,potato,26.87,23.43,0.1468203158344004,25.197142857142858,🚨 Strong Increase,3.4400000000000013,-0.053999999999999916,26.708000000000002,✅ مستقر
2024-04-20,potato,27.14,26.87,0.010048381094157037,25.194285714285712,📈 Uptrend,0.2699999999999996,0.6380000000000002,29.054000000000002,⚠️ المتوقع ارتفاع
2024-04-21,potato,26.95,27.14,-0.007000736919675802,25.16714285714286,📈 Uptrend,-0.19000000000000128,0.568,28.654,✅ مستقر
2024-04-22,potato,27.25,26.95,0.01113172541743973,25.63857142857143,📈 Uptrend,0.3000000000000007,0.7060000000000002,29.368000000000002,⚠️ المتوقع ارتفاع
2024-04-23,potato,26.49,27.25,-0.027889908256880792,25.978571428571428,📈 Uptrend,-0.7600000000000016,0.6119999999999998,28.325999999999997,✅ مستقر
2024-04-24,potato,27.28,26.49,0.029822574556436495,26.487142857142857,📈 Uptrend,0.7900000000000027,0.08200000000000003,27.526,✅ مستقر
2024-04-25,potato,27.66,27.28,0.013929618768328409,27.09142857142857,📈 Uptrend,0.379999999999999,0.10399999999999991,27.972,✅ مستقر
2024-04-26,potato,27.25,27.66,-0.014822848879248016,27.145714285714284,📈 Uptrend,-0.41000000000000014,0.060000000000000143,27.43,✅ مستقر
2024-04-27,potato,27.62,27.25,0.013577981651376183,27.214285714285715,📈 Uptrend,0.370000000000001,0.0740000000000002,27.842000000000002,✅ مستقر
2024-04-28,potato,27.02,27.62,-0.02172338884866044,27.224285714285717,✅ Stable,-0.6000000000000014,0.10600000000000023,27.338,✅ مستقر
2024-04-29,potato,28.45,27.02,0.052923760177646176,27.395714285714284,⚠️ Increase,1.4299999999999997,0.23399999999999962,29.151999999999997,✅ مستقر
2024-01-01,rice,14.97,,,,🔄 No Data,,,14.97,✅ مستقر
2024-01-02,rice,15.65,14.97,0.04542418169672677,,✅ Stable,0.6799999999999997,,15.65,✅ مستقر
2024-01-03,rice,15.54,15.65,-0.0070287539936103,,✅ Stable,-0.11000000000000121,,15.54,✅ مستقر
2024-01-04,rice,15.54,15.54,0.0,,✅ Stable,0.0,,15.54,✅ مستقر
2024-01-05,rice,16.13,15.54,0.03796653796653796,,✅ Stable,0.5899999999999999,,16.13,✅ مستقر
2024-01-06,rice,16.0,16.13,-0.008059516429014198,,✅ Stable,-0.129999999999999,0.20599999999999988,16.618,✅ مستقر
2024-01-07,rice,15.8,16.0,-0.012499999999999956,15.661428571428571,📈 Uptrend,-0.1999999999999993,0.030000000000000072,15.89,✅ مستقر
2024-01-08,rice,15.73,15.8,-0.004430379746835461,15.77,✅ Stable,-0.07000000000000028,0.038000000000000256,15.844000000000001,✅ مستقر
2024-01-09,rice,15.42,15.73,-0.019707565162110648,15.737142857142857,✅ Stable,-0.3100000000000005,-0.023999999999999844,15.348,✅ مستقر
2024-01-10,rice,15.03,15.42,-0.025291828793774358,15.664285714285715,✅ Stable,-0.39000000000000057,-0.21999999999999992,14.37,✅ مستقر
2024-01-11,rice,15.35,15.03,0.021290751829674007,15.637142857142857,✅ Stable,0.3200000000000003,-0.13000000000000006,14.959999999999999,✅ مستقر
2024-01-12,rice,15.57,15.35,0.014332247557003299,15.557142857142859,📈 Uptrend,0.22000000000000064,-0.04600000000000008,15.432,✅ مستقر
2024-01-13,rice,15.15,15.57,-0.026974951830443156,15.435714285714285,✅ Stable,-0.41999999999999993,-0.11600000000000002,14.802,✅ مستقر
2024-01-14,rice,15.31,15.15,0.01056105610561057,15.365714285714287,✅ Stable,0.16000000000000014,-0.021999999999999888,15.244000000000002,✅ مستقر
2024-01-15,rice,15.45,15.31,0.009144350097975101,15.325714285714286,📈 Uptrend,0.1399999999999988,0.08399999999999999,15.702,✅ مستقر
2024-01-16,rice,12.89,15.45,-0.16569579288025882,14.964285714285714,✅ Stable,-2.5599999999999987,-0.4919999999999998,11.414000000000001,📉 المتوقع انخفاض
2024-01-17,rice,12.76,12.89,-0.010085337470907741,14.639999999999999,✅ Stable,-0.13000000000000078,-0.562,11.074,📉 المتوقع انخفاض
2024-01-18,rice,12.8,12.76,0.0031347962382445864,14.275714285714287,✅ Stable,0.040000000000000924,-0.4699999999999999,11.39,📉 المتوقع انخفاض
2024-01-19,rice,12.49,12.8,-0.02421875000000004,13.835714285714285,✅ Stable,-0.3100000000000005,-0.5640000000000001,10.798,📉 المتوقع انخفاض
2024-01-20,rice,12.04,12.49,-0.03602882305844684,13.391428571428573,✅ Stable,-0.45000000000000107,-0.682,9.994,📉 المتوقع انخفاض
2024-01-21,rice,12.77,12.04,0.060631229235880435,13.028571428571428,⚠️ Increase,0.7300000000000004,-0.024000000000000198,12.697999999999999,✅ مستقر
2024-01-22,rice,12.99,12.77,0.017227877838684468,12.677142857142856,📈 Uptrend,0.22000000000000064,0.04600000000000008,13.128,✅ مستقر
2024-01-23,rice,12.67,12.99,-0.024634334103156297,12.645714285714286,📈 Uptrend,-0.3200000000000003,-0.026000000000000155,12.591999999999999,✅ مستقر
2024-01-24,rice,13.6,12.67,0.07340173638516177,12.765714285714283,⚠️ Increase,0.9299999999999997,0.2219999999999999,14.266,✅ مستقر
2024-01-25,rice,13.68,13.6,0.005882352941176476,12.891428571428571,📈 Uptrend,0.08000000000000007,0.3280000000000001,14.664,⚠️ المتوقع ارتفاع
2024-01-26,rice,14.94,13.68,0.09210526315789472,13.241428571428571,⚠️ Increase,1.2599999999999998,0.434,16.242,⚠️ المتوقع ارتفاع
2024-01-27,rice,15.33,14.94,0.02610441767068277,13.71142857142857,📈 Uptrend,0.39000000000000057,0.46799999999999997,16.734,⚠️ المتوقع ارتفاع
2024-01-28,rice,15.63,15.33,0.019569471624266192,14.120000000000001,📈 Uptrend,0.3000000000000007,0.5920000000000002,17.406000000000002,⚠️ المتوقع ارتفاع
2024-01-29,rice,15.48,15.63,-0.00959692898272555,14.475714285714286,📈 Uptrend,-0.15000000000000036,0.37600000000000017,16.608,⚠️ المتوقع ارتفاع
2024-01-30,rice,16.24,15.48,0.04909560723514199,14.985714285714286,📈 Uptrend,0.759999999999998,0.5119999999999998,17.775999999999996,⚠️ المتوقع ارتفاع
2024-01-31,rice,15.54,16.24,-0.04310344827586203,15.262857142857143,📈 Uptrend,-0.6999999999999993,0.11999999999999993,15.899999999999999,✅ مستقر
2024-02-01,rice,15.28,15.54,-0.016731016731016717,15.491428571428571,✅ Stable,-0.2599999999999998,-0.010000000000000142,15.249999999999998,✅ مستقر
2024-02-02,rice,15.71,15.28,0.0281413612565446,15.60142857142857,📈 Uptrend,0.4300000000000015,0.016000000000000014,15.758000000000001,✅ مستقر
2024-02-03,rice,16.75,15.71,0.06619987269255245,15.804285714285713,⚠️ Increase,1.0399999999999991,0.2539999999999999,17.512,✅ مستقر
2024-02-04,rice,17.23,16.75,0.028656716417910472,16.032857142857143,📈 Uptrend,0.4800000000000004,0.1980000000000004,17.824,✅ مستقر
2024-02-05,rice,17.73,17.23,0.02901915264074289,16.354285714285716,📈 Uptrend,0.5,0.4380000000000003,19.044,⚠️ المتوقع ارتفاع
2024-02-06,rice,17.57,17.73,-0.009024252679075022,16.544285714285714,📈 Uptrend,-0.16000000000000014,0.4580000000000002,18.944000000000003,⚠️ المتوقع ارتفاع
2024-02-07,rice,17.62,17.57,0.002845759817871412,16.841428571428573,📈 Uptrend,0.05000000000000071,0.382,18.766000000000002,✅ مستقر
2024-02-08,rice,17.62,17.62,0.0,17.175714285714285,📈 Uptrend,0.0,0.1740000000000002,18.142000000000003,✅ مستقر
2024-02-09,rice,18.0,17.62,0.02156640181611799,17.502857142857145,📈 Uptrend,0.379999999999999,0.15399999999999991,18.462,✅ مستقر
2024-02-10,rice,17.92,18.0,-0.00444444444444435,17.67,📈 Uptrend,-0.0799999999999983,0.038000000000000256,18.034000000000002,✅ مستقر
2024-02-11,rice,21.24,17.92,0.18526785714285696,18.242857142857144,🚨 Strong Increase,3.3199999999999967,0.7339999999999997,23.441999999999997,⚠️ المتوقع ارتفاع
2024-02-12,rice,20.77,21.24,-0.02212806026365343,18.677142857142858,📈 Uptrend,-0.46999999999999886,0.6299999999999997,22.66,⚠️ المتوقع ارتفاع
2024-02-13,rice,20.15,20.77,-0.029850746268656764,19.045714285714286,📈 Uptrend,-0.620000000000001,0.5059999999999996,21.667999999999996,⚠️ المتوقع ارتفاع
2024-02-14,rice,22.75,20.15,0.1290322580645162,19.77857142857143,🚨 Strong Increase,2.6000000000000014,0.95,25.6,⚠️ المتوقع ارتفاع
2024-02-15,rice,22.62,22.75,-0.005714285714285671,20.49285714285714,📈 Uptrend,-0.129999999999999,0.9399999999999998,25.44,⚠️ المتوقع ارتفاع
2024-02-16,rice,21.63,22.62,-0.043766578249336954,21.01142857142857,📈 Uptrend,-0.990000000000002,0.07800000000000011,21.864,✅ مستقر
2024-02-17,rice,21.68,21.63,0.002311604253351859,21.548571428571424,📈 Uptrend,0.05000000000000071,0.18200000000000002,22.226,✅ مستقر
2024-02-18,rice,21.24,21.68,-0.02029520295202958,21.548571428571428,✅ Stable,-0.4400000000000013,0.21799999999999997,21.894,✅ مستقر
2024-02-19,rice,20.3,21.24,-0.04425612052730686,21.481428571428573,✅ Stable,-0.9399999999999977,-0.4899999999999999,18.830000000000002,✅ مستقر
2024-02-20,rice,19.69,20.3,-0.030049261083743815,21.41571428571429,✅ Stable,-0.6099999999999994,-0.586,17.932000000000002,✅ مستقر
2024-02-21,rice,19.82,19.69,0.006602336211274708,20.997142857142855,✅ Stable,0.129999999999999,-0.36199999999999977,18.734,✅ مستقر
2024-02-22,rice,19.37,19.82,-0.022704339051463133,20.532857142857143,✅ Stable,-0.4499999999999993,-0.46199999999999974,17.984,✅ مستقر
2024-02-23,rice,17.43,19.37,-0.10015487867836867,19.93285714285714,✅ Stable,-1.9400000000000013,-0.7619999999999998,15.144,📉 المتوقع انخفاض
2024-02-24,rice,17.81,17.43,0.021801491681009696,19.38,✅ Stable,0.379999999999999,-0.4980000000000004,16.316,✅ مستقر
2024-02-25,rice,17.91,17.81,0.005614823133071389,18.904285714285713,✅ Stable,0.10000000000000142,-0.3560000000000002,16.842,✅ مستقر
2024-02-26,rice,18.15,17.91,0.013400335008375123,18.59714285714286,✅ Stable,0.23999999999999844,-0.33400000000000035,17.147999999999996,✅ مستقر
2024-02-27,rice,18.54,18.15,0.02148760330578516,18.43285714285714,📈 Uptrend,0.39000000000000057,-0.16600000000000037,18.041999999999998,✅ مستقر
2024-02-28,rice,22.9,18.54,0.23516720604099242,18.87285714285714,🚨 Strong Increase,4.359999999999999,1.0939999999999999,26.182,⚠️ المتوقع ارتفاع
2024-02-29,rice,22.39,22.9,-0.022270742358078518,19.304285714285715,📈 Uptrend,-0.509999999999998,0.9160000000000004,25.138,⚠️ المتوقع ارتفاع
2024-03-01,rice,22.49,22.39,0.004466279589102183,20.027142857142856,📈 Uptrend,0.09999999999999787,0.9159999999999997,25.238,⚠️ المتوقع ارتفاع
2024-03-02,rice,22.14,22.49,-0.01556247220987096,20.645714285714284,📈 Uptrend,-0.34999999999999787,0.7980000000000004,24.534000000000002,⚠️ المتوقع ارتفاع
